VOLTAGE_RECORDED,WIND_SPEED_RECORDED
4.4675,11.9747
4.3299,12.9798
4.1898,13.6779
4.6365,11.2025
4.5483,11.5726
4.5664,11.4889
4.1718,13.9161
4.7381,10.9528
4.477,12.1879
4.0235,14.6563
4.1398,13.7305
4.8058,10.6029
4.4061,12.1933
4.9637,9.9323
4.823,10.3912
4.7762,10.5502
4.2893,13.025
4.7232,10.7175
4.0364,14.5694
4.04,14.9343
4.6644,11.2432
4.5389,11.583
4.3024,12.7118
4.1106,14.0746
4.3082,12.9551
4.4714,12.1778
4.7769,10.5289
4.4668,11.8762
4.7075,11.0257
4.4138,12.3284
4.727,11.0504
4.1689,13.8444
4.6892,11.1337
4.2838,12.9034
4.1041,14.4124
4.5452,11.6868
4.9918,9.9486
4.9757,10.2346
4.4568,12.1106
4.6979,10.8921
4.887,10.4056
4.8573,10.6613
4.266,13.0245
4.5269,11.9628
4.3807,12.445
4.2574,13.4057
4.7877,10.4743
4.5888,11.4752
4.4075,12.197
4.1415,14.1185
4.3351,12.6002
4.6973,10.8713
4.6139,11.415
4.5882,11.3259
4.5582,11.6826
4.4262,12.4371
4.2679,13.3441
4.6162,11.3482
4.298,12.8704
4.7297,10.8084
4.0399,14.5164
4.795,10.6926
4.5572,11.8369
4.3342,12.6038
4.6159,11.1363
4.0327,14.5247
4.6306,11.3449
4.6544,11.2764
4.5934,11.4875
4.0893,14.4893
4.0766,14.4166
4.8259,10.6773
4.115,13.9376
4.8937,10.4646
4.6375,11.064
4.8657,10.6249
4.9775,10.1941
4.3885,12.4901
4.405,12.426
4.7988,10.8481
4.2407,13.288
4.7875,10.5016
4.7464,10.8175
4.5499,11.8495
4.0822,14.4208
4.8009,10.6126
4.8596,10.2795
4.7295,10.8637
4.1451,13.9744
4.871,10.647
4.559,11.5005
4.952,10.1959
4.6265,11.5375
4.8616,10.2353
4.7733,10.5395
4.3301,12.7542
4.6609,11.2084
4.242,13.1669
4.0278,14.5691
4.9696,10.1799
4.345,12.6145
4.0424,14.6385
4.72,10.8335
4.6979,11.1663
4.2162,13.5616
4.3689,12.7683
4.2636,13.1067
4.5426,11.7423
4.4387,12.3517
4.8724,10.3499
4.6426,11.3016
4.6807,11.3242
4.5387,11.5843
4.768,10.681
4.1986,13.5819
4.5254,11.9727
4.8389,10.296
4.0471,14.5424
4.6909,11.0154
4.3854,12.2761
4.1485,13.6719
4.7969,10.5796
4.3699,12.5327
4.1487,13.8634
4.8752,10.6211
4.1003,14.4159
4.2624,13.3972
4.7567,10.991
4.2871,13.078
4.201,13.5199
4.7457,10.986
4.5744,11.4902
4.141,14.0821
4.6908,11.1051
4.6161,11.56
4.2099,13.6705
4.7229,11.0166
4.8939,10.3739
4.8954,10.5616
4.6358,11.4174
4.1963,13.4696
4.2555,13.0744
4.9952,9.849
4.9057,10.3308
4.2818,13.1817
4.4754,11.8771
4.3452,12.8389
4.8287,10.2946
4.4832,11.9945
4.8268,10.3832
4.0113,14.7036
4.1822,13.5819
4.7092,11.1623
4.9618,10.0147
4.3408,12.6933
4.375,12.5947
4.7466,10.9398
4.7463,10.7874
4.1074,14.3313
4.7551,10.9754
4.6171,11.305
4.9029,10.2614
4.7312,10.8375
4.4487,12.2986
4.9776,9.9413
4.1179,14.0917
4.77,10.9027
4.5135,11.7907
4.0795,14.5737
4.5452,11.6847
4.0494,14.5463
4.3741,12.6124
4.9117,10.3515
4.7683,10.6852
4.7983,10.7155
4.1308,13.9262
4.2356,13.1366
4.721,10.7843
4.0999,14.3596
4.423,12.4245
4.1804,13.7945
4.0685,14.6768
4.8295,10.7081
4.7145,10.7607
4.1266,14.2053
4.1669,13.9114
4.6371,11.1692
4.6634,11.3571
4.284,12.9264
4.7645,10.5903
4.2349,13.4333
4.3833,12.511
4.0114,14.814
4.5113,11.9093
4.2918,13.1661
4.0877,14.1962
4.2848,12.8989
4.3692,12.6647
4.3637,12.3641
4.3837,12.4591
4.0351,14.5568
4.5277,11.7857
4.1413,13.8407
4.1483,13.9263
4.722,10.8944
4.3117,13.0114
4.8818,10.3943
4.1192,13.8734
4.8016,10.6696
4.1351,14.1763
4.0341,14.72
4.8627,10.4488
4.5044,11.6341
4.0676,14.5013
4.3024,12.736
4.451,11.9636
4.8463,10.4919
4.8645,10.2648
4.5588,11.5401
4.2619,12.953
4.7653,10.9918
4.2254,13.6309
4.612,11.4516
4.7472,10.6689
4.0079,14.7813
4.1342,13.759
4.1959,13.3878
4.7179,11.1647
4.5589,11.572
4.9278,10.0699
4.0857,14.4721
4.2047,13.6283
4.1236,14.0885
4.1957,13.4104
4.7868,10.6901
4.4873,11.9841
4.1854,13.7504
4.1273,13.8272
4.1288,13.9464
4.8912,10.5451
4.1719,13.8876
4.5661,11.7593
4.0536,14.5496
4.413,12.2541
4.5279,11.5075
4.5143,11.6305
4.0268,14.7464
4.9742,10.1625
4.3779,12.359
4.7189,11.1245
4.5002,12.136
4.0307,14.7182
4.4403,12.3931
4.7072,11.1655
4.2332,13.461
4.7211,11.1571
4.1058,14.2302
4.1373,14.1449
4.3945,12.2906
4.5505,11.7775
4.621,11.255
4.9566,10.1833
4.4851,12.0299
4.3511,12.4736
4.7162,10.7166
4.2579,13.281
4.5107,11.7185
4.7265,10.8316
4.6599,11.2751
4.1504,14.1446
4.571,11.7134
4.2595,13.2511
4.2908,13.0835
4.18,13.5573
4.5941,11.2359
4.9022,10.2754
4.8944,10.3481
4.544,11.6942
4.9259,10.2812
4.2094,13.6923
4.2148,13.2336
4.2486,13.1983
4.8425,10.5638
4.2578,13.2598
4.5889,11.4302
4.1386,13.7311
4.4278,12.1137
4.9465,9.9515
4.7454,10.8768
4.7845,10.4899
4.6355,11.0957
4.4213,12.0743
4.8516,10.5391
4.8173,10.4829
4.3307,12.8834
4.8349,10.4808
4.3765,12.5768
4.9188,10.1177
4.9839,9.8589
4.9248,10.2136
4.1126,13.9691
4.6763,11.3352
4.7422,10.7733
4.6539,11.3984
4.6911,10.8136
4.1456,13.9879
4.3134,12.9073
4.8798,10.5668
4.0645,14.3531
4.2562,13.2154
4.5552,11.8148
4.668,11.2168
4.5869,11.2851
4.5671,11.6326
4.5564,11.4848
4.3839,12.7132
4.1284,14.1672
4.6382,11.1213
4.9195,10.1778
4.4526,12.3422
4.0192,15.0303
4.4757,11.7689
4.7231,10.8729
4.7655,10.7193
4.4052,12.2062
4.1061,14.1322
4.7186,10.8245
4.7766,10.6783
4.1888,13.7533
4.3004,12.8407
4.6191,11.5572
4.7503,10.9857
4.7799,10.6105
4.7296,10.9562
4.1259,14.1388
4.1501,13.7168
4.6582,11.1575
4.2346,13.5736
4.5589,11.3879
4.9632,9.9566
4.6609,11.034
4.9496,9.9723
4.3681,12.5272
4.4524,12.0123
4.7377,10.6935
4.835,10.3501
4.809,10.6972
4.4737,12.2414
4.5826,11.6068
4.83,10.4282
4.3667,12.8073
4.7449,10.7587
4.4085,12.3922
4.6221,11.1626
4.924,10.3825
4.9062,10.3234
4.7175,10.9427
4.5409,11.5954
4.0365,14.623
4.9169,10.1414
4.5872,11.5765
4.3208,12.5803
4.1302,14.0609
4.8408,10.6105
4.0437,14.4353
4.9879,10.0339
4.7412,10.8472
4.8325,10.4092
4.7798,10.502
4.4791,11.8797
4.4396,11.9718
4.109,14.0932
4.5295,11.7988
4.1953,13.4727
4.3614,12.5449
4.6884,10.9555
4.6249,11.4259
4.8857,10.1649
4.5585,11.5847
4.516,12.0031
4.6969,11.2122
4.0466,14.7474
4.7265,10.7961
4.518,11.6446
4.697,10.9924
4.5454,11.6892
4.9537,10.3213
4.5102,11.7951
4.1093,14.2123
4.2907,12.8963
4.4175,12.5038
4.9808,10.1608
4.6828,10.9991
4.091,14.4186
4.9164,10.2083
4.7958,10.6
4.7564,10.5576
4.4124,12.4803
4.8251,10.3138
4.8828,10.3997
4.2888,13.0025
4.9906,9.9034
4.2572,13.3736
4.0859,14.493
4.8372,10.7281
4.103,14.3056
4.8263,10.5834
4.6839,11.1531
4.2108,13.2998
4.2119,13.377
4.1672,13.7883
4.8924,10.4405
4.8565,10.3751
4.3121,12.6462
4.2158,13.5082
4.7471,10.8279
4.6358,11.3093
4.4552,11.8651
4.8123,10.6465
4.7946,10.5577
4.626,11.497
4.2535,13.2295
4.434,12.3237
4.0366,14.8101
4.682,11.0104
4.9927,10.0209
4.0214,14.9831
4.7061,10.9233
4.5462,11.7655
4.4954,11.9338
4.9631,10.2248
4.9446,10.3328
4.8002,10.4561
4.4738,12.1261
4.2712,13.1767
4.5232,11.7764
4.9508,10.0158
4.4699,12.2769
4.7981,10.899
4.8627,10.5477
4.505,12.0826
4.9697,9.8794
4.2948,12.9388
4.5413,11.4639
4.2924,13.1644
4.0461,14.5953
4.1517,13.6816
4.9158,10.2932
4.9846,9.933
4.6981,10.783
4.9963,10.0365
4.289,13.0104
4.0581,14.6201
4.7048,11.2035
4.0316,14.7662
4.1898,13.878
4.6962,10.882
4.9798,9.8143
4.1054,13.9911
4.7694,10.8169
4.1089,13.951
4.8551,10.487
4.4633,11.9789
4.1183,14.3481
4.086,14.3525
4.7895,10.4728
4.7632,10.5347
4.0129,15.0277
4.7966,10.5943
4.4014,12.5866
4.0674,14.6674
4.942,10.1318
4.3939,12.2761
4.5401,11.8852
4.0921,14.2928
4.1265,13.9445
4.6004,11.592
4.5262,11.9274
4.6675,11.1365
4.9878,10.0113
4.3618,12.7012
4.4605,12.022
4.8175,10.6237
4.4487,12.1969
4.6708,11.168
4.5401,11.9394
4.6009,11.6318
4.7512,10.9081
4.222,13.6244
4.2746,13.004
4.2032,13.3056
4.197,13.7441
4.2259,13.2068
4.4334,12.1375
4.0986,14.109
4.0128,14.9418
4.0848,14.5952
4.3342,12.959
4.3981,12.6317
4.6995,11.2522
4.1859,13.8217
4.7293,10.9376
4.0183,14.8458
4.7624,11.0137
4.2251,13.4214
4.7944,10.69
4.2246,13.6383
4.1806,13.6106
4.0645,14.2957
4.4225,12.1002
4.1872,13.5935
4.8821,10.4253
4.5601,11.4331
4.4306,12.1303
4.7273,10.7341
4.5905,11.6121
4.8621,10.6405
4.6524,11.1112
4.0762,14.3816
4.4018,12.3886
4.0523,14.3485
4.3067,13.1265
4.7233,10.8242
4.6397,11.4552
4.3212,13.0095
4.0932,14.1432
4.945,10.3221
4.0423,14.6157
4.634,11.0912
4.9393,10.0259
4.8761,10.3019
4.7456,10.7146
4.6992,10.7956
4.2882,13.1666
4.0134,14.9761
4.3414,12.8493
4.0707,14.6925
4.4041,12.3492
4.8256,10.507
4.3274,12.9402
4.0771,14.3206
4.8724,10.2611
4.6872,11.077
4.0549,14.6055
4.9618,9.9357
4.5456,11.6327
4.1625,14.0307
4.1674,13.6257
4.6909,11.2095
4.4047,12.6005
4.2519,13.4138
4.2411,13.2197
4.4263,12.1141
4.9219,10.0987
4.6448,11.1676
4.3293,12.8946
4.14,13.9322
4.3522,12.4419
4.7833,10.7924
4.8314,10.3212
4.9007,10.2809
4.6099,11.1527
4.1152,14.0848
4.6076,11.5789
4.423,12.2141
4.1041,14.0431
4.8185,10.6716
4.8893,10.1097
4.3613,12.4784
4.2352,13.5262
4.225,13.3457
4.6983,10.9525
4.3704,12.4448
4.6095,11.5314
4.1301,13.9592
4.2203,13.5699
4.6053,11.5214
4.8233,10.4036
4.0372,14.6744
4.4207,12.2762
4.2419,13.368
4.6322,11.3182
4.6456,11.1949
4.8873,10.1282
4.6449,11.2446
4.082,14.4428
4.7438,11.0776
4.5699,11.355
4.766,10.8781
4.8646,10.6578
4.7364,10.8946
4.2442,13.5102
4.2616,13.3392
4.6364,11.4119
4.9757,10.1708
4.6035,11.2905
4.4901,11.8675
4.3639,12.4035
4.6291,11.3075
4.0961,14.4088
4.2319,13.269
4.2033,13.6788
4.9942,10.03
4.8386,10.6808
4.2419,13.0701
4.6406,11.03
4.1334,14.2001
4.4057,12.3201
4.25,13.1046
4.429,12.378
4.5846,11.4273
4.878,10.1736
4.5591,11.5259
4.1779,13.5899
4.5518,11.83
4.7765,10.9245
4.7362,11.0009
4.2908,12.8486
4.2623,13.2586
4.1619,13.765
4.7684,10.5589
4.9435,9.9899
4.9646,10.2883
4.7646,10.6931
4.062,14.4686
4.0766,14.2559
4.5672,11.6819
4.4495,12.2982
4.403,12.5027
4.8742,10.5902
4.0477,14.4407
4.046,14.5265
4.7358,10.8601
4.0537,14.5905
4.1939,13.8454
4.651,11.0329
4.9181,10.0512
4.7317,10.7649
4.2897,12.8333
4.9334,10.3713
4.0917,14.3919
4.4132,12.5342
4.3675,12.7383
4.2511,13.3036
4.3457,12.5006
4.0466,14.4498
4.955,9.8904
4.2298,13.3622
4.1553,13.8169
4.3629,12.4878
4.5838,11.4443
4.1534,13.9925
4.9393,10.4315
4.7158,10.856
4.4212,12.1877
4.1146,13.9978
4.2603,13.0135
4.6006,11.5987
4.6613,11.3777
4.4443,12.2588
4.7182,11.1039
4.0877,14.3153
4.5177,11.6061
4.4467,12.3424
4.2712,13.2961
4.6324,11.2671
4.6142,11.3905
4.1939,13.3954
4.91,10.3568
4.8252,10.4172
4.7972,10.5711
4.3864,12.5729
4.0947,14.4081
4.8839,10.4131
4.1154,13.9767
4.5196,11.7204
4.3097,12.8483
4.1424,13.9246
4.508,11.9387
4.2818,13.2034
4.5257,11.9737
4.1467,13.9452
4.319,13.0486
4.0995,14.2593
4.2155,13.3283
4.695,10.9728
4.9981,10.2466
4.434,12.3322
4.1441,14.0817
4.9514,10.1585
4.8975,10.0701
4.0616,14.5123
4.731,10.9999
4.9427,10.159
4.1401,13.9682
4.3637,12.3559
4.6365,11.0879
4.7333,11.0797
4.4133,12.3489
4.0217,14.6011
4.2377,13.5725
4.1442,14.069
4.8804,10.2036
4.7214,10.8397
4.6722,11.0732
4.3507,12.6376
4.2269,13.3541
4.752,10.9929
4.4927,11.6881
4.4616,11.9878
4.2368,13.106
4.264,12.9925
4.7945,10.6154
4.0843,14.5055
4.7653,10.6991
4.6705,11.3683
4.161,13.7242
4.8304,10.3151
4.2551,13.0551
4.4205,12.1289
4.1063,14.01
4.1222,13.9717
4.3,12.8334
4.9146,10.1794
4.7026,11.2123
4.0981,14.0742
4.9245,10.4442
4.4223,12.385
4.8068,10.4691
4.9222,10.2843
4.0992,14.2738
4.8076,10.8583
4.81,10.5435
4.9628,10.1532
4.1341,13.9808
4.0989,14.216
4.7839,10.9171
4.0822,14.3964
4.0586,14.5237
4.5518,11.4193
4.0448,14.6997
4.9057,10.2177
4.4082,12.5243
4.4283,12.3765
4.8952,10.1342
4.0592,14.5576
4.4617,12.258
4.2246,13.3719
4.7115,10.8878
4.1453,13.6824
4.5953,11.6145
4.7271,11.0504
4.53,11.9009
4.4788,11.7429
4.7729,10.7821
4.9773,10.1539
4.6037,11.1879
4.1365,13.9952
4.1637,13.7999
4.7435,10.9135
4.7836,10.9221
4.5573,11.7241
4.2398,13.1206
4.071,14.6713
4.1951,13.6787
4.3933,12.4354
4.2021,13.5053
4.1074,14.404
4.3932,12.5311
4.3027,13.0292
4.3377,12.6271
4.082,14.6218
4.8729,10.5806
4.7126,11.1518
4.4812,12.0132
4.5221,11.6433
4.964,9.9973
4.1712,13.5855
4.6239,11.3278
4.4685,12.1649
4.2222,13.4192
4.3933,12.2131
4.4286,12.0541
4.3544,12.6595
4.5451,11.5437
4.0804,14.6323
4.15,13.7167
4.5361,11.7264
4.6195,11.5546
4.6476,11.3343
4.0396,14.4683
4.7204,10.8257
4.1699,13.6917
4.9403,10.0378
4.3369,12.6129
4.5312,11.828
4.8864,10.5755
4.0223,15.0062
4.7382,10.7207
4.2001,13.5323
4.3043,12.9386
4.2004,13.5717
4.2241,13.487
4.3114,13.0242
4.4287,12.0999
4.371,12.5011
4.1327,13.8472
4.4669,12.1032
4.8327,10.766
4.7165,11.0218
4.8467,10.5221
4.4536,11.9981
4.5677,11.3679
4.8101,10.8116
4.6779,11.2878
4.9681,10.1452
4.4033,12.1693
4.6024,11.5604
4.7352,11.0009
4.1107,14.3241
4.9871,9.8817
4.0589,14.4998
4.9302,10.3517
4.6738,10.9623
4.4689,11.9812
4.3258,13.0074
4.0581,14.4797
4.693,10.888
4.9777,10.1081
4.8579,10.2145
4.3689,12.4122
4.9098,10.03
4.342,12.578
4.7599,10.7121
4.562,11.4758
4.716,11.1737
4.9991,9.994
4.4972,12.0844
4.5719,11.3748
4.0505,14.5647
4.9184,10.0009
4.606,11.1699
4.0495,14.5421
4.1706,13.8193
4.4066,12.3638
4.825,10.7892
4.1018,14.4246
4.636,11.1386
4.861,10.4511
4.5055,11.6117
4.7374,10.971
4.5949,11.4921
4.154,13.9793
4.1865,13.5868
4.1252,14.1627
4.0165,14.8832
4.8334,10.6497
4.3158,13.0493
4.2548,13.3237
4.0815,14.3979
4.6316,11.3508
4.5305,11.7241
4.5524,11.7228
4.9564,9.998
4.4744,12.0624
4.7417,11.0439
4.8138,10.5326
4.273,12.8689
4.3176,12.8065
4.0265,14.6293
4.8906,10.2615
4.7729,10.83
4.5997,11.3866
4.8451,10.3729
4.5183,11.7962
4.1617,13.6965
4.4735,12.1761
4.1615,13.958
4.1703,13.8568
4.9934,9.8352
4.078,14.4082
4.6333,11.1251
4.8656,10.6334
4.5459,11.477
4.3117,12.8388
4.7335,10.7712
4.0381,14.8547
4.2117,13.4128
4.6097,11.2026
4.5353,11.8643
4.0905,14.2675
4.8507,10.6707
4.6222,11.3471
4.5747,11.7831
4.9316,10.1578
4.976,9.979
4.6851,11.1501
4.782,10.8132
4.9497,10.198
4.9654,10.1012
4.7624,10.6532
4.6096,11.2
4.8244,10.573
4.4299,12.3305
4.3274,12.7079
4.6194,11.3064
4.9727,10.1455
4.4503,12.3424
4.0607,14.3052
4.7652,10.9067
4.9576,10.1913
4.3738,12.3887
4.4832,11.8342
4.4076,12.3586
4.6921,11.1836
4.0272,14.8529
4.9172,10.0016
4.8973,10.0937
4.8275,10.4857
4.6757,10.8893
4.2585,13.1119
4.1135,14.2553
4.1765,13.5573
4.339,12.5127
4.0809,14.4345
4.7613,10.6782
4.2349,13.5245
4.2893,12.86
4.1336,13.8386
4.4246,12.2084
4.405,12.3123
4.0045,15.1423
4.279,13.0178
4.6477,11.0554
4.3832,12.4138
4.8129,10.7254
4.0493,14.4101
4.5115,11.9869
4.8382,10.6979
4.4941,11.6935
4.8806,10.4014
4.5534,11.8853
4.271,13.128
4.5133,11.8656
4.3421,12.7934
4.2229,13.1846
4.6768,10.9435
4.5855,11.4879
4.1348,13.8571
4.4705,11.8096
4.995,10.1082
4.846,10.3079
4.0391,14.6267
4.7198,10.9406
4.9845,10.0642
4.9145,10.162
4.8843,10.4741
4.4241,12.5075
4.0146,14.8411
4.5543,11.6236
4.211,13.5976
4.2222,13.5518
4.0628,14.7432
4.1852,13.8169
4.7937,10.4388
4.0397,14.4752
4.5067,11.6124
4.8982,10.2605
4.2191,13.5279
4.3427,12.6109
4.1088,14.3601
4.7821,10.8021
4.1005,14.0561
4.8451,10.3989
4.6733,11.099
4.6227,11.2624
4.5304,11.738
4.416,12.2752
4.939,9.9812
4.2806,13.1736
4.0946,14.0547
4.3139,12.9984
4.6285,11.413
4.9828,10.059
4.5625,11.443
4.715,10.8425
4.9682,10.1439
4.7913,10.7022
4.963,10.131
4.676,10.8753
4.8483,10.6963
4.812,10.7096
4.485,11.9592
4.2951,12.8462
4.9547,10.2121
4.642,11.4531
4.9655,10.2603
4.8969,10.1317
4.7785,10.5126
4.0399,14.5689
4.4869,11.7727
4.0419,14.7742
4.1334,14.1832
4.732,10.8051
4.1916,13.3796
4.3573,12.7931
4.2449,13.1502
4.6223,11.2013
4.4045,12.1382
4.0903,14.4055
4.7759,10.6803
4.8424,10.2835
4.3661,12.7318
4.087,14.3971
4.1763,13.8409
4.4805,11.8281
4.1219,14.1287
4.9553,9.9457
4.5998,11.5679
4.263,13.0146
4.6371,11.3347
4.6873,10.9274
4.3275,12.5685
4.9189,10.1479
4.7997,10.7164
4.3053,12.8358
4.9045,10.1394
4.3172,12.7268
4.3748,12.678
4.0018,14.9804
4.7319,11.119
4.7691,10.68
4.7188,11.0977
4.1841,13.5624
4.0697,14.3068
4.0298,14.534
4.1013,13.9977
4.6854,11.0202
4.4643,12.1989
4.7875,10.5655
4.2986,13.1486
4.7269,10.7071
4.8939,10.2246
4.6597,10.9834
4.7189,10.7602
4.4242,12.03
4.5665,11.8238
4.9405,9.9474
4.3049,13.0558
4.6791,11.1786
4.1498,13.705
4.0633,14.3255
4.3467,12.6678
4.7566,10.5543
4.2683,12.905
4.0572,14.5906
4.708,10.9592
4.209,13.6222
4.7694,10.5167
4.6891,11.0847
4.3367,12.8735
4.4288,12.2708
4.1773,13.7241
4.5406,11.5588
4.998,9.9776
4.7304,11.0082
4.4654,11.9933
4.2359,13.4459
4.2935,12.7648
4.6337,11.4413
4.2062,13.351
4.2716,13.31
4.1332,13.8081
4.9618,10.0251
4.8923,10.2465
4.0614,14.4761
4.073,14.6386
4.5369,11.6449
4.5344,11.7871
4.249,13.0375
4.9981,10.2315
4.2487,13.3619
4.576,11.7318
4.1075,14.1698
4.4455,12.382
4.9101,10.5152
4.0092,14.9611
4.5868,11.5085
4.8925,10.4575
4.3214,13.0625
4.6538,11.2819
4.3547,12.8866
4.8835,10.1276
4.7484,10.9875
4.4858,12.153
4.871,10.5813
4.4561,11.9921
4.1707,13.9683
4.1908,13.7588
4.9103,10.1343
4.9351,10.133
4.7974,10.7578
4.9287,9.9847
4.0369,14.6744
4.4558,12.342
4.3157,12.9898
4.9705,9.9713
4.6408,11.2279
4.129,13.8872
4.3801,12.6205
4.4143,12.3046
4.9534,10.2804
4.8501,10.3602
4.6324,11.2578
4.0715,14.5107
4.0033,14.9456
4.2249,13.6002
4.8243,10.6332
4.4123,12.5471
4.7102,10.8678
4.3601,12.7696
4.4527,12.2317
4.7497,11.0479
4.1171,13.8982
4.5675,11.7056
4.2385,13.1829
4.7655,10.6238
4.8343,10.4037
4.5534,11.6557
4.1676,13.8416
4.3791,12.3575
4.076,14.3066
4.1842,13.5848
4.6424,11.2094
4.6099,11.252
4.9057,10.4616
4.0445,14.7879
4.9624,10.0912
4.1625,13.9666
4.9614,9.917
4.5436,11.5241
4.4919,12.1506
4.2864,13.2283
4.6238,11.1906
4.7147,10.7532
4.2181,13.4062
4.9159,10.3506
4.331,12.9375
4.5998,11.4033
4.0057,14.83
4.7797,10.5168
4.6743,10.9713
4.1803,13.4595
4.4831,12.1485
4.5545,11.8275
4.5328,11.7497
4.959,9.8901
4.2436,13.1266
4.8434,10.5738
4.3833,12.3709
4.8319,10.4244
4.8182,10.5682
4.7483,10.8955
4.659,11.0443
4.6194,11.3636
4.5703,11.7297
4.8795,10.4043
4.6525,11.2147
4.8255,10.5006
4.8056,10.3956
4.5629,11.6332
4.8588,10.505
4.5078,12.0371
4.0595,14.4878
4.1467,14.0266
4.0523,14.5946
4.737,10.7282
4.785,10.8941
4.9671,10.1257
4.8801,10.335
4.1342,13.8901
4.9334,10.045
4.2207,13.3184
4.3566,12.8209
4.4387,12.1099
4.4723,11.9064
4.5259,11.6657
4.5687,11.789
4.5848,11.4484
4.7031,10.9456
4.0431,14.6124
4.1189,14.0889
4.3895,12.2976
4.986,9.8865
4.4186,12.1621
4.3784,12.4735
4.461,12.2937
4.5945,11.4137
4.8994,10.066
4.4737,11.8665
4.1887,13.791
4.6933,10.9601
4.8333,10.752
4.855,10.6359
4.3433,12.649
4.7343,10.7019
4.8133,10.8246
4.6274,11.5601
4.9001,10.1007
4.9805,10.2286
4.0369,14.822
4.695,11.0039
4.9112,10.2329
4.1579,13.8217
4.7518,10.7008
4.6564,11.1623
4.7179,10.8805
4.0653,14.562
4.9792,9.9205
4.1949,13.6077
4.4861,11.8086
4.6173,11.2482
4.4678,12.2149
4.0487,14.6555
4.9718,9.9517
4.7643,10.8768
4.5973,11.4125
4.2586,13.4056
4.2949,12.8637
4.9417,10.283
4.1707,13.8591
4.5528,11.566
4.9811,10.2085
4.086,14.5151
4.5811,11.4887
4.8972,10.0687
4.8653,10.3634
4.7573,10.9228
4.8568,10.3466
4.7566,10.7408
4.134,13.866
4.3658,12.4414
4.3628,12.7025
4.2651,13.1681
4.9817,9.8395
4.2611,13.2766
4.6095,11.6387
4.9173,10.0106
4.8053,10.8046
4.5065,11.8693
4.9848,10.0657
4.8733,10.5781
4.0642,14.2952
4.316,12.9645
4.3122,12.6885
4.5811,11.6514
4.1207,14.2366
4.6087,11.1868
4.1871,13.6369
4.5579,11.407
4.283,12.9504
4.7475,10.6974
4.6831,11.0604
4.1918,13.7108
4.0951,14.0797
4.1866,13.8987
4.7225,10.9642
4.9954,9.839
4.9587,10.1351
4.9289,10.2517
4.9367,10.217
4.8592,10.6547
4.8597,10.2151
4.4631,11.859
4.9361,10.0391
4.9716,9.976
4.004,15.1653
4.3568,12.4106
4.2052,13.4617
4.8222,10.4855
4.1954,13.355
4.9126,10.2264
4.0834,14.255
4.4413,12.2763
4.5294,11.948
4.9276,10.2552
4.876,10.527
4.2118,13.3125
4.3983,12.4431
4.6976,11.2174
4.75,10.7651
4.0112,14.7625
4.6121,11.515
4.5502,11.479
4.9153,10.1844
4.931,10.1903
4.0181,14.997
4.8181,10.7865
4.8534,10.6726
4.5199,11.7643
4.4697,12.214
4.2766,13.1538
4.4445,12.2116
4.8529,10.6203
4.133,13.8522
4.7875,10.7365
4.8701,10.571
4.2554,13.2597
4.3406,12.7267
4.435,12.2991
4.9861,10.2536
4.2589,13.1936
4.7338,10.6607
4.9712,10.1552
4.5387,11.817
4.8935,10.4559
4.2494,13.4147
4.3535,12.7544
4.434,12.0631
4.7077,11.0074
4.6802,11.3069
4.396,12.6119
4.0112,15.0663
4.1017,14.1175
4.3928,12.2355
4.7315,10.9188
4.6462,11.1665
4.6683,11.3086
4.3762,12.5081
4.8004,10.6903
4.7465,10.7826
4.8361,10.3995
4.6456,11.1073
4.2268,13.2742
4.1535,13.9667
4.2607,13.3494
4.6224,11.3821
4.9623,10.2593
4.2428,13.1159
4.4733,11.9897
4.9926,9.859
4.4369,12.4495
4.9327,10.1382
4.8749,10.4466
4.3506,12.7574
4.6696,11.0057
4.421,12.279
4.1245,14.2131
4.2352,13.3595
4.9178,10.3723
4.2947,12.853
4.1982,13.4204
4.8006,10.6571
4.9373,10.1839
4.4921,11.9195
4.458,11.9816
4.3312,12.6034
4.0884,14.3123
4.948,10.342
4.6239,11.0848
4.6169,11.2299
4.0439,14.7177
4.3746,12.5752
4.0067,15.1573
4.7597,10.5945
4.702,10.7713
4.1798,13.8895
4.0072,14.9955
4.8676,10.6099
4.4742,11.974
4.097,14.4339
4.365,12.6492
4.3281,12.554
4.1856,13.6671
4.8331,10.2961
4.7718,10.6677
4.8744,10.2163
4.7071,10.7564
4.2865,12.9305
4.3301,12.8566
4.69,11.1689
4.6533,11.1128
4.3077,13.0571
4.9041,10.0534
4.0399,14.8376
4.8416,10.4208
4.4952,11.9107
4.6983,11.0097
4.3508,12.6969
4.4154,12.1011
4.7196,10.7672
4.8213,10.7785
4.049,14.7185
4.5227,11.8915
4.7497,10.7607
4.4458,12.3201
4.9791,9.8434
4.2352,13.3747
4.3675,12.5153
4.7851,10.9207
4.5624,11.5246
4.0476,14.6449
4.732,10.7811
4.7528,10.5997
4.6049,11.2452
4.6221,11.4534
4.2851,12.8088
4.6339,11.4302
4.2356,13.22
4.411,12.3168
4.8051,10.5995
4.4189,12.1615
4.5491,11.6016
4.3999,12.2277
4.2717,13.0377
4.351,12.5895
4.609,11.2298
4.6484,11.1877
4.2011,13.7941
4.8565,10.2476
4.7823,10.8515
4.7656,10.9904
4.5187,11.9545
4.6895,11.0253
4.2026,13.7598
4.9093,10.1969
4.8091,10.5986
